S.No,PO#,PO Date,Product,Qty,Price,POAmount,Vendor,Status,InventoryIn,InventoryOut,Balance
2156,3156,09-03-2022,Item-2,468,19,8892,Vendor-7,Received,8892,7923.2,968.8
2157,3157,24-03-2022,Item-4,415,13,5395,Vendor-6,Pending,0,0,0
2158,3158,01-02-2022,Item-3,118,15,1770,Vendor-7,Pending,0,0,0
2159,3159,24-12-2022,Item-1,177,13,2301,Vendor-3,Received,2301,1780.5,520.5
2160,3160,12-12-2022,Item-3,318,17,5406,Vendor-6,Received,5406,2100.9,3305.1
2161,3161,30-07-2022,Item-4,499,20,9980,Vendor-10,Received,9980,9048,932
2162,3162,18-05-2022,Item-1,365,14,5110,Vendor-10,Received,5110,4164.3,945.7
2163,3163,30-10-2022,Item-1,430,20,8600,Vendor-1,Received,8600,5898.4,2701.6
2164,3164,04-02-2022,Item-4,271,14,3794,Vendor-7,Received,3794,2393.1,1400.9
2165,3165,09-02-2022,Item-1,242,13,3146,Vendor-5,Pending,0,0,0
2166,3166,11-09-2022,Item-4,432,18,7776,Vendor-7,Pending,0,0,0
2167,3167,06-12-2022,Item-1,260,13,3380,Vendor-9,Pending,0,0,0
2168,3168,13-03-2022,Item-3,338,15,5070,Vendor-3,Pending,0,0,0
2169,3169,16-07-2022,Item-3,460,20,9200,Vendor-4,Pending,0,0,0
2170,3170,28-08-2022,Item-4,328,11,3608,Vendor-4,Pending,0,0,0
2171,3171,28-08-2022,Item-4,346,11,3806,Vendor-8,Received,3806,3445.7,360.3
2172,3172,27-07-2022,Item-3,301,19,5719,Vendor-7,Pending,0,0,0
2173,3173,08-01-2022,Item-1,499,11,5489,Vendor-1,Received,5489,4104.9,1384.1
2174,3174,03-11-2022,Item-1,417,10,4170,Vendor-9,Received,4170,2932.8,1237.2
2175,3175,24-02-2022,Item-3,340,20,6800,Vendor-2,Pending,0,0,0
2176,3176,23-10-2022,Item-2,481,14,6734,Vendor-10,Received,6734,5344.9,1389.1
2177,3177,22-12-2022,Item-2,195,13,2535,Vendor-2,Pending,0,0,0
2178,3178,26-12-2022,Item-3,100,18,1800,Vendor-9,Received,1800,1335.6,464.4
2179,3179,13-12-2022,Item-3,131,10,1310,Vendor-6,Received,1310,1029.2,280.8
2180,3180,09-03-2022,Item-1,462,19,8778,Vendor-5,Received,8778,8248.8,529.2
2181,3181,09-04-2022,Item-4,482,13,6266,Vendor-7,Received,6266,5873.5,392.5
2182,3182,26-06-2022,Item-3,320,20,6400,Vendor-2,Pending,0,0,0
2183,3183,08-11-2022,Item-4,358,12,4296,Vendor-4,Pending,0,0,0
2184,3184,29-10-2022,Item-4,154,20,3080,Vendor-4,Received,3080,1153.6,1926.4
2185,3185,12-06-2022,Item-2,311,12,3732,Vendor-10,Pending,0,0,0
2186,3186,25-12-2022,Item-1,393,12,4716,Vendor-6,Received,4716,1593.8,3122.2
2187,3187,14-07-2022,Item-2,264,12,3168,Vendor-9,Pending,0,0,0
2188,3188,15-08-2022,Item-2,262,11,2882,Vendor-2,Received,2882,2311.4,570.6
2189,3189,16-08-2022,Item-2,406,14,5684,Vendor-10,Pending,0,0,0
2190,3190,04-09-2022,Item-1,121,11,1331,Vendor-2,Received,1331,1148.7,182.3
2191,3191,30-08-2022,Item-3,328,19,6232,Vendor-3,Pending,0,0,0
2192,3192,24-02-2022,Item-2,477,17,8109,Vendor-4,Received,8109,6923,1186
2193,3193,17-03-2022,Item-3,358,13,4654,Vendor-7,Received,4654,3047.8,1606.2
2194,3194,01-03-2022,Item-4,483,15,7245,Vendor-9,Pending,0,0,0
2195,3195,10-02-2022,Item-3,231,11,2541,Vendor-9,Pending,0,0,0
2196,3196,11-05-2022,Item-2,467,12,5604,Vendor-6,Pending,0,0,0
2197,3197,31-05-2022,Item-3,266,17,4522,Vendor-3,Pending,0,0,0
2198,3198,22-10-2022,Item-1,375,17,6375,Vendor-3,Received,6375,3896.3,2478.7
2199,3199,03-07-2022,Item-2,404,19,7676,Vendor-4,Pending,0,0,0
2200,3200,28-09-2022,Item-4,365,18,6570,Vendor-8,Pending,0,0,0
2201,3201,25-04-2022,Item-1,264,20,5280,Vendor-8,Received,5280,3362.4,1917.6
2202,3202,14-03-2022,Item-4,274,12,3288,Vendor-7,Received,3288,2950.2,337.8
2203,3203,11-09-2022,Item-1,495,10,4950,Vendor-10,Pending,0,0,0
2204,3204,21-08-2022,Item-2,286,19,5434,Vendor-4,Received,5434,3589.7,1844.3
2205,3205,23-01-2022,Item-1,113,18,2034,Vendor-9,Received,2034,1904.4,129.6
2206,3206,30-03-2022,Item-4,102,11,1122,Vendor-6,Pending,0,0,0
2207,3207,09-11-2022,Item-3,329,11,3619,Vendor-5,Pending,0,0,0
2208,3208,02-04-2022,Item-4,295,10,2950,Vendor-2,Received,2950,2878.5,71.5
2209,3209,22-01-2022,Item-2,496,18,8928,Vendor-8,Received,8928,8299.1,628.9
2210,3210,30-07-2022,Item-1,444,16,7104,Vendor-3,Pending,0,0,0
2211,3211,06-01-2022,Item-1,247,20,4940,Vendor-10,Received,4940,2940.3,1999.7
2212,3212,14-08-2022,Item-4,369,13,4797,Vendor-8,Received,4797,4282.6,514.4
2213,3213,10-11-2022,Item-3,239,20,4780,Vendor-7,Received,4780,4330,450
2214,3214,26-10-2022,Item-1,129,16,2064,Vendor-4,Received,2064,1767.9,296.1
2215,3215,31-10-2022,Item-3,317,19,6023,Vendor-10,Received,6023,4165.5,1857.5
2216,3216,06-11-2022,Item-2,381,18,6858,Vendor-7,Pending,0,0,0
2217,3217,18-01-2022,Item-3,211,17,3587,Vendor-6,Pending,0,0,0
2218,3218,27-11-2022,Item-1,491,14,6874,Vendor-9,Received,6874,2766.9,4107.1
2219,3219,14-02-2022,Item-1,139,12,1668,Vendor-1,Received,1668,1412.1,255.9
2220,3220,22-09-2022,Item-4,365,20,7300,Vendor-8,Received,7300,2015.2,5284.8
2221,3221,17-02-2022,Item-2,181,16,2896,Vendor-7,Pending,0,0,0
2222,3222,05-07-2022,Item-4,313,10,3130,Vendor-3,Received,3130,1360,1770
2223,3223,29-08-2022,Item-4,254,16,4064,Vendor-1,Received,4064,2329.1,1734.9
2224,3224,17-05-2022,Item-1,153,18,2754,Vendor-3,Received,2754,1841.5,912.5
2225,3225,01-08-2022,Item-3,471,12,5652,Vendor-1,Pending,0,0,0
2226,3226,02-03-2022,Item-3,355,13,4615,Vendor-9,Received,4615,2011.5,2603.5
2227,3227,05-01-2022,Item-1,346,12,4152,Vendor-10,Received,4152,1223.7,2928.3
2228,3228,08-11-2022,Item-4,194,15,2910,Vendor-1,Received,2910,2835.5,74.5
2229,3229,02-05-2022,Item-1,235,13,3055,Vendor-4,Received,3055,2013.4,1041.6
2230,3230,13-10-2022,Item-1,394,17,6698,Vendor-2,Received,6698,2255.7,4442.3
2231,3231,09-11-2022,Item-3,189,15,2835,Vendor-9,Received,2835,1083.4,1751.6
2232,3232,09-12-2022,Item-3,165,17,2805,Vendor-8,Pending,0,0,0
2233,3233,02-12-2022,Item-3,444,18,7992,Vendor-6,Pending,0,0,0
2234,3234,06-10-2022,Item-2,381,15,5715,Vendor-1,Pending,0,0,0
2235,3235,04-06-2022,Item-2,240,14,3360,Vendor-2,Received,3360,1689.9,1670.1
2236,3236,27-03-2022,Item-1,240,18,4320,Vendor-3,Received,4320,2225.5,2094.5
2237,3237,11-06-2022,Item-3,257,15,3855,Vendor-8,Received,3855,2248.7,1606.3
2238,3238,29-08-2022,Item-3,364,20,7280,Vendor-10,Received,7280,2812.9,4467.1
2239,3239,18-03-2022,Item-2,169,12,2028,Vendor-9,Received,2028,2000,28
2240,3240,17-09-2022,Item-1,468,13,6084,Vendor-1,Pending,0,0,0
2241,3241,07-07-2022,Item-3,411,20,8220,Vendor-2,Received,8220,1533.4,6686.6
2242,3242,19-01-2022,Item-4,277,18,4986,Vendor-9,Pending,0,0,0
2243,3243,18-05-2022,Item-3,481,17,8177,Vendor-9,Received,8177,6429.9,1747.1
2244,3244,31-05-2022,Item-4,439,14,6146,Vendor-2,Received,6146,1776.9,4369.1
2245,3245,21-02-2022,Item-2,418,14,5852,Vendor-3,Received,5852,3623.5,2228.5
2246,3246,10-03-2022,Item-2,477,10,4770,Vendor-3,Received,4770,2194.8,2575.2
2247,3247,27-12-2022,Item-4,342,16,5472,Vendor-7,Received,5472,3329.5,2142.5
2248,3248,29-11-2022,Item-1,136,19,2584,Vendor-6,Pending,0,0,0
2249,3249,28-08-2022,Item-4,278,10,2780,Vendor-7,Received,2780,1188.4,1591.6
2250,3250,20-03-2022,Item-3,388,11,4268,Vendor-8,Received,4268,2986.5,1281.5
2251,3251,09-12-2022,Item-4,140,20,2800,Vendor-1,Pending,0,0,0
2252,3252,18-08-2022,Item-3,322,10,3220,Vendor-3,Pending,0,0,0
2253,3253,15-05-2022,Item-4,298,19,5662,Vendor-8,Received,5662,5385.2,276.8
2254,3254,28-02-2022,Item-1,481,19,9139,Vendor-2,Pending,0,0,0
2255,3255,02-11-2022,Item-1,252,11,2772,Vendor-9,Received,2772,1653.1,1118.9
2256,3256,24-03-2022,Item-2,125,12,1500,Vendor-4,Received,1500,1394.5,105.5
2257,3257,17-01-2022,Item-4,189,14,2646,Vendor-8,Received,2646,2547.7,98.3
2258,3258,10-10-2022,Item-3,102,20,2040,Vendor-3,Pending,0,0,0
2259,3259,01-07-2022,Item-3,107,14,1498,Vendor-10,Pending,0,0,0
2260,3260,30-03-2022,Item-1,395,11,4345,Vendor-7,Pending,0,0,0
2261,3261,29-01-2022,Item-4,500,14,7000,Vendor-7,Pending,0,0,0
2262,3262,13-12-2022,Item-2,280,13,3640,Vendor-3,Pending,0,0,0
2263,3263,27-10-2022,Item-1,381,15,5715,Vendor-6,Received,5715,2533.5,3181.5
2264,3264,19-07-2022,Item-4,269,10,2690,Vendor-7,Pending,0,0,0
2265,3265,18-10-2022,Item-2,146,18,2628,Vendor-8,Pending,0,0,0
2266,3266,28-02-2022,Item-4,358,14,5012,Vendor-2,Pending,0,0,0
2267,3267,16-10-2022,Item-4,330,17,5610,Vendor-10,Received,5610,1413.1,4196.9
2268,3268,17-02-2022,Item-3,329,13,4277,Vendor-7,Received,4277,2945.6,1331.4
2269,3269,07-05-2022,Item-2,304,16,4864,Vendor-1,Pending,0,0,0
2270,3270,27-11-2022,Item-4,181,12,2172,Vendor-7,Received,2172,1188.1,983.9
2271,3271,26-04-2022,Item-3,114,17,1938,Vendor-8,Received,1938,1232.3,705.7
2272,3272,06-12-2022,Item-2,208,17,3536,Vendor-8,Pending,0,0,0
2273,3273,11-07-2022,Item-1,450,20,9000,Vendor-3,Received,9000,8344,656
2274,3274,17-08-2022,Item-2,419,18,7542,Vendor-1,Received,7542,4521.6,3020.4
2275,3275,20-12-2022,Item-2,428,11,4708,Vendor-9,Received,4708,3372.6,1335.4
2276,3276,11-02-2022,Item-2,255,15,3825,Vendor-6,Received,3825,2953.6,871.4
2277,3277,20-03-2022,Item-4,459,12,5508,Vendor-3,Pending,0,0,0
2278,3278,23-07-2022,Item-3,455,15,6825,Vendor-2,Received,6825,1438.1,5386.9
2279,3279,16-08-2022,Item-4,479,19,9101,Vendor-1,Received,9101,3995.2,5105.8
2280,3280,08-06-2022,Item-4,467,20,9340,Vendor-2,Received,9340,6487.1,2852.9
2281,3281,08-07-2022,Item-1,195,16,3120,Vendor-2,Pending,0,0,0
2282,3282,15-10-2022,Item-3,288,12,3456,Vendor-8,Pending,0,0,0
2283,3283,15-01-2022,Item-3,404,18,7272,Vendor-10,Received,7272,1712.6,5559.4
2284,3284,10-06-2022,Item-2,360,11,3960,Vendor-10,Received,3960,2914.9,1045.1
2285,3285,25-10-2022,Item-1,420,12,5040,Vendor-6,Received,5040,3467.8,1572.2
2286,3286,08-07-2022,Item-1,167,14,2338,Vendor-8,Pending,0,0,0
2287,3287,05-06-2022,Item-1,411,14,5754,Vendor-3,Received,5754,1443.3,4310.7
2288,3288,08-06-2022,Item-1,129,14,1806,Vendor-5,Pending,0,0,0
2289,3289,20-02-2022,Item-3,299,11,3289,Vendor-9,Pending,0,0,0
2290,3290,04-07-2022,Item-3,147,10,1470,Vendor-7,Received,1470,1151,319
2291,3291,04-09-2022,Item-2,148,16,2368,Vendor-7,Received,2368,1715.5,652.5
2292,3292,22-05-2022,Item-2,177,15,2655,Vendor-5,Received,2655,1256.5,1398.5
2293,3293,06-01-2022,Item-3,355,10,3550,Vendor-1,Received,3550,1287.1,2262.9
2294,3294,08-03-2022,Item-1,349,18,6282,Vendor-5,Pending,0,0,0
2295,3295,06-08-2022,Item-1,390,19,7410,Vendor-7,Pending,0,0,0
2296,3296,14-10-2022,Item-1,474,12,5688,Vendor-10,Pending,0,0,0
2297,3297,07-01-2022,Item-1,268,16,4288,Vendor-10,Received,4288,2002.9,2285.1
2298,3298,17-12-2022,Item-3,423,20,8460,Vendor-9,Pending,0,0,0
2299,3299,21-01-2022,Item-1,448,20,8960,Vendor-5,Pending,0,0,0
2300,3300,30-05-2022,Item-3,431,13,5603,Vendor-4,Pending,0,0,0
2301,3301,27-11-2022,Item-2,481,18,8658,Vendor-3,Received,8658,3919.5,4738.5
2302,3302,30-07-2022,Item-4,492,19,9348,Vendor-10,Received,9348,5491.4,3856.6
2303,3303,07-12-2022,Item-4,168,10,1680,Vendor-10,Received,1680,1664.5,15.5
2304,3304,25-04-2022,Item-4,208,14,2912,Vendor-9,Received,2912,1954.8,957.2
2305,3305,21-11-2022,Item-3,475,11,5225,Vendor-3,Received,5225,2608,2617
2306,3306,02-10-2022,Item-2,177,17,3009,Vendor-6,Pending,0,0,0
2307,3307,14-05-2022,Item-3,411,19,7809,Vendor-9,Received,7809,5254.6,2554.4
2308,3308,23-06-2022,Item-1,471,16,7536,Vendor-2,Pending,0,0,0
2309,3309,08-08-2022,Item-4,330,20,6600,Vendor-10,Received,6600,4890.8,1709.2
2310,3310,13-05-2022,Item-1,137,14,1918,Vendor-2,Pending,0,0,0
2311,3311,16-06-2022,Item-3,283,18,5094,Vendor-9,Received,5094,1755.7,3338.3
2312,3312,04-10-2022,Item-1,111,14,1554,Vendor-9,Received,1554,1432.4,121.6
2313,3313,19-04-2022,Item-3,133,16,2128,Vendor-6,Pending,0,0,0
2314,3314,21-02-2022,Item-3,459,18,8262,Vendor-7,Received,8262,3576.1,4685.9
2315,3315,23-10-2022,Item-2,294,16,4704,Vendor-10,Pending,0,0,0
2316,3316,25-01-2022,Item-3,356,17,6052,Vendor-10,Received,6052,2750.3,3301.7
2317,3317,14-05-2022,Item-1,111,12,1332,Vendor-1,Pending,0,0,0
2318,3318,17-12-2022,Item-1,426,19,8094,Vendor-4,Received,8094,1444,6650
2319,3319,06-10-2022,Item-3,112,16,1792,Vendor-3,Pending,0,0,0
2320,3320,14-09-2022,Item-2,138,20,2760,Vendor-9,Received,2760,1667.1,1092.9
2321,3321,25-09-2022,Item-3,469,14,6566,Vendor-1,Pending,0,0,0
2322,3322,05-02-2022,Item-2,251,19,4769,Vendor-6,Received,4769,1890.7,2878.3
2323,3323,06-07-2022,Item-2,330,10,3300,Vendor-3,Received,3300,1779.7,1520.3
2324,3324,08-11-2022,Item-2,110,15,1650,Vendor-7,Pending,0,0,0
2325,3325,30-05-2022,Item-2,283,16,4528,Vendor-5,Pending,0,0,0
2326,3326,25-05-2022,Item-2,212,17,3604,Vendor-9,Received,3604,2956.5,647.5
2327,3327,20-06-2022,Item-3,338,20,6760,Vendor-1,Pending,0,0,0
2328,3328,28-05-2022,Item-1,239,10,2390,Vendor-3,Received,2390,1429,961
2329,3329,28-06-2022,Item-2,275,17,4675,Vendor-3,Received,4675,3141.7,1533.3
2330,3330,21-04-2022,Item-4,498,13,6474,Vendor-6,Received,6474,3879.5,2594.5
2331,3331,04-05-2022,Item-4,144,12,1728,Vendor-10,Received,1728,1401.1,326.9
2332,3332,13-04-2022,Item-1,135,19,2565,Vendor-9,Pending,0,0,0
2333,3333,20-03-2022,Item-2,454,12,5448,Vendor-3,Received,5448,2002.6,3445.4
2334,3334,21-02-2022,Item-2,106,14,1484,Vendor-3,Received,1484,1103.7,380.3
2335,3335,14-04-2022,Item-2,310,19,5890,Vendor-8,Received,5890,3667.9,2222.1
2336,3336,02-01-2022,Item-2,365,12,4380,Vendor-1,Pending,0,0,0
2337,3337,12-05-2022,Item-3,299,17,5083,Vendor-4,Received,5083,3606.9,1476.1
2338,3338,23-09-2022,Item-1,334,12,4008,Vendor-9,Pending,0,0,0
2339,3339,28-11-2022,Item-4,407,17,6919,Vendor-1,Pending,0,0,0
2340,3340,25-09-2022,Item-1,341,10,3410,Vendor-10,Received,3410,2069.6,1340.4
2341,3341,06-04-2022,Item-1,250,17,4250,Vendor-10,Received,4250,2056.2,2193.8
2342,3342,07-04-2022,Item-1,373,18,6714,Vendor-1,Pending,0,0,0
2343,3343,24-01-2022,Item-1,145,13,1885,Vendor-10,Pending,0,0,0
2344,3344,14-04-2022,Item-3,305,17,5185,Vendor-5,Pending,0,0,0
2345,3345,09-08-2022,Item-4,290,18,5220,Vendor-3,Pending,0,0,0
2346,3346,04-03-2022,Item-3,354,14,4956,Vendor-9,Pending,0,0,0
2347,3347,29-05-2022,Item-3,317,12,3804,Vendor-5,Pending,0,0,0
2348,3348,12-02-2022,Item-4,108,10,1080,Vendor-1,Pending,0,0,0
2349,3349,25-04-2022,Item-1,130,12,1560,Vendor-2,Received,1560,1065.4,494.6
2350,3350,17-01-2022,Item-4,314,13,4082,Vendor-10,Received,4082,4055.1,26.9
2351,3351,11-01-2022,Item-1,346,11,3806,Vendor-1,Received,3806,1477.1,2328.9
2352,3352,18-02-2022,Item-1,482,17,8194,Vendor-8,Pending,0,0,0
2353,3353,05-09-2022,Item-2,473,18,8514,Vendor-2,Pending,0,0,0
2354,3354,08-06-2022,Item-3,153,12,1836,Vendor-6,Pending,0,0,0
2355,3355,15-05-2022,Item-1,364,15,5460,Vendor-10,Received,5460,5289.7,170.3
2356,3356,06-12-2022,Item-4,342,16,5472,Vendor-1,Received,5472,4195.6,1276.4
2357,3357,30-10-2022,Item-4,174,16,2784,Vendor-5,Pending,0,0,0
2358,3358,19-11-2022,Item-1,112,17,1904,Vendor-6,Pending,0,0,0
2359,3359,29-08-2022,Item-3,184,12,2208,Vendor-4,Pending,0,0,0
2360,3360,01-05-2022,Item-2,211,13,2743,Vendor-8,Pending,0,0,0
2361,3361,04-06-2022,Item-2,132,17,2244,Vendor-4,Pending,0,0,0
2362,3362,31-12-2022,Item-4,211,18,3798,Vendor-4,Pending,0,0,0
2363,3363,31-10-2022,Item-3,433,19,8227,Vendor-8,Pending,0,0,0
2364,3364,07-04-2022,Item-2,414,20,8280,Vendor-1,Received,8280,6389.2,1890.8
2365,3365,05-01-2022,Item-2,327,19,6213,Vendor-4,Pending,0,0,0
2366,3366,17-08-2022,Item-2,150,14,2100,Vendor-4,Received,2100,1799.9,300.1
2367,3367,08-02-2022,Item-2,192,10,1920,Vendor-6,Pending,0,0,0
2368,3368,24-09-2022,Item-2,394,16,6304,Vendor-6,Received,6304,1117.1,5186.9
2369,3369,22-09-2022,Item-2,261,11,2871,Vendor-8,Received,2871,1112.6,1758.4
2370,3370,14-02-2022,Item-4,139,16,2224,Vendor-9,Received,2224,1284.9,939.1
2371,3371,08-07-2022,Item-1,303,16,4848,Vendor-5,Pending,0,0,0
2372,3372,05-01-2022,Item-4,369,14,5166,Vendor-10,Received,5166,4282.6,883.4
2373,3373,31-05-2022,Item-1,476,12,5712,Vendor-2,Pending,0,0,0
2374,3374,01-07-2022,Item-2,123,17,2091,Vendor-1,Received,2091,1379.8,711.2
2375,3375,12-01-2022,Item-1,283,13,3679,Vendor-6,Pending,0,0,0
2376,3376,16-01-2022,Item-3,301,17,5117,Vendor-10,Pending,0,0,0
2377,3377,09-08-2022,Item-1,474,14,6636,Vendor-10,Received,6636,6255.5,380.5
2378,3378,25-01-2022,Item-2,251,10,2510,Vendor-3,Pending,0,0,0
2379,3379,13-03-2022,Item-3,350,10,3500,Vendor-4,Received,3500,2185.5,1314.5
2380,3380,18-04-2022,Item-2,320,15,4800,Vendor-5,Received,4800,2431.8,2368.2
2381,3381,15-04-2022,Item-3,174,17,2958,Vendor-9,Pending,0,0,0
2382,3382,26-10-2022,Item-4,332,17,5644,Vendor-5,Pending,0,0,0
2383,3383,17-01-2022,Item-1,233,19,4427,Vendor-10,Received,4427,2063.3,2363.7
2384,3384,28-10-2022,Item-4,250,11,2750,Vendor-10,Received,2750,1960.1,789.9
2385,3385,27-08-2022,Item-2,492,12,5904,Vendor-3,Received,5904,2819.8,3084.2
2386,3386,07-04-2022,Item-3,350,12,4200,Vendor-4,Pending,0,0,0
2387,3387,18-09-2022,Item-1,464,12,5568,Vendor-4,Pending,0,0,0
2388,3388,19-09-2022,Item-2,326,20,6520,Vendor-4,Pending,0,0,0
2389,3389,04-04-2022,Item-1,238,18,4284,Vendor-9,Received,4284,3873.5,410.5
2390,3390,04-12-2022,Item-1,472,14,6608,Vendor-5,Received,6608,2074.8,4533.2
2391,3391,14-07-2022,Item-2,293,17,4981,Vendor-7,Received,4981,3190,1791
2392,3392,27-03-2022,Item-3,450,12,5400,Vendor-3,Pending,0,0,0
2393,3393,11-03-2022,Item-3,365,11,4015,Vendor-5,Received,4015,3273.3,741.7
2394,3394,27-03-2022,Item-2,438,10,4380,Vendor-6,Pending,0,0,0
2395,3395,03-06-2022,Item-4,306,10,3060,Vendor-8,Received,3060,2219.6,840.4
2396,3396,01-04-2022,Item-4,169,20,3380,Vendor-3,Pending,0,0,0
2397,3397,18-10-2022,Item-2,440,20,8800,Vendor-7,Received,8800,8784.4,15.6
2398,3398,10-05-2022,Item-1,478,11,5258,Vendor-6,Pending,0,0,0
2399,3399,26-11-2022,Item-3,318,15,4770,Vendor-5,Received,4770,3850.7,919.3
2400,3400,13-05-2022,Item-2,103,20,2060,Vendor-3,Received,2060,2037.3,22.7
2401,3401,17-05-2022,Item-2,368,12,4416,Vendor-4,Pending,0,0,0
2402,3402,17-07-2022,Item-2,430,10,4300,Vendor-3,Received,4300,2828.4,1471.6
2403,3403,08-01-2022,Item-4,410,10,4100,Vendor-4,Pending,0,0,0
2404,3404,22-07-2022,Item-3,404,10,4040,Vendor-6,Received,4040,1652.8,2387.2
2405,3405,14-07-2022,Item-3,391,10,3910,Vendor-10,Received,3910,1419.9,2490.1
2406,3406,26-06-2022,Item-1,135,12,1620,Vendor-2,Pending,0,0,0
2407,3407,04-06-2022,Item-1,212,10,2120,Vendor-7,Pending,0,0,0
2408,3408,22-11-2022,Item-4,417,12,5004,Vendor-2,Received,5004,4947.4,56.6
2409,3409,23-08-2022,Item-1,134,12,1608,Vendor-2,Pending,0,0,0
2410,3410,22-07-2022,Item-3,185,19,3515,Vendor-7,Received,3515,2307.4,1207.6
2411,3411,14-02-2022,Item-2,185,17,3145,Vendor-1,Received,3145,2320.9,824.1
2412,3412,23-11-2022,Item-4,248,10,2480,Vendor-2,Received,2480,1796.1,683.9
2413,3413,27-05-2022,Item-1,151,15,2265,Vendor-2,Received,2265,1872.9,392.1
2414,3414,09-09-2022,Item-1,318,11,3498,Vendor-1,Received,3498,3051.6,446.4
2415,3415,11-11-2022,Item-3,284,14,3976,Vendor-9,Pending,0,0,0
2416,3416,27-09-2022,Item-2,372,11,4092,Vendor-4,Received,4092,1258.6,2833.4
2417,3417,01-09-2022,Item-1,341,14,4774,Vendor-8,Received,4774,2546.5,2227.5
2418,3418,26-07-2022,Item-4,130,16,2080,Vendor-1,Pending,0,0,0
2419,3419,28-02-2022,Item-3,309,17,5253,Vendor-3,Pending,0,0,0
2420,3420,23-04-2022,Item-2,166,18,2988,Vendor-3,Received,2988,1973.4,1014.6
2421,3421,31-12-2022,Item-2,262,16,4192,Vendor-8,Received,4192,3003.9,1188.1
2422,3422,02-01-2022,Item-3,381,16,6096,Vendor-10,Received,6096,2120.1,3975.9
2423,3423,05-07-2022,Item-4,418,13,5434,Vendor-2,Received,5434,3434.4,1999.6
2424,3424,13-04-2022,Item-3,328,14,4592,Vendor-1,Received,4592,1829.5,2762.5
2425,3425,15-06-2022,Item-3,491,19,9329,Vendor-1,Received,9329,2530.2,6798.8
2426,3426,16-04-2022,Item-3,188,13,2444,Vendor-5,Received,2444,1215.2,1228.8
2427,3427,01-08-2022,Item-2,265,17,4505,Vendor-4,Pending,0,0,0
2428,3428,13-05-2022,Item-2,475,19,9025,Vendor-7,Received,9025,5359.1,3665.9
2429,3429,19-05-2022,Item-4,461,11,5071,Vendor-9,Received,5071,2893.9,2177.1
2430,3430,20-11-2022,Item-3,139,11,1529,Vendor-10,Pending,0,0,0
2431,3431,21-03-2022,Item-3,115,14,1610,Vendor-5,Pending,0,0,0
2432,3432,06-03-2022,Item-1,456,19,8664,Vendor-4,Pending,0,0,0
2433,3433,04-09-2022,Item-4,152,16,2432,Vendor-5,Pending,0,0,0
2434,3434,09-09-2022,Item-4,275,18,4950,Vendor-2,Pending,0,0,0
2435,3435,20-04-2022,Item-1,262,16,4192,Vendor-3,Received,4192,3416.5,775.5
2436,3436,01-07-2022,Item-4,250,13,3250,Vendor-7,Pending,0,0,0
2437,3437,24-11-2022,Item-4,341,12,4092,Vendor-6,Received,4092,2105.3,1986.7
2438,3438,11-02-2022,Item-4,436,12,5232,Vendor-5,Received,5232,3318.8,1913.2
2439,3439,13-12-2022,Item-4,246,14,3444,Vendor-1,Received,3444,2567.7,876.3
2440,3440,29-01-2022,Item-1,283,19,5377,Vendor-3,Pending,0,0,0
2441,3441,26-03-2022,Item-2,278,10,2780,Vendor-8,Pending,0,0,0
2442,3442,21-08-2022,Item-4,347,19,6593,Vendor-1,Pending,0,0,0
2443,3443,25-04-2022,Item-3,115,18,2070,Vendor-10,Pending,0,0,0
2444,3444,04-11-2022,Item-1,183,12,2196,Vendor-10,Pending,0,0,0
2445,3445,04-03-2022,Item-3,483,14,6762,Vendor-1,Pending,0,0,0
2446,3446,25-04-2022,Item-4,267,13,3471,Vendor-6,Pending,0,0,0
2447,3447,04-12-2022,Item-1,476,15,7140,Vendor-2,Pending,0,0,0
2448,3448,12-10-2022,Item-3,442,17,7514,Vendor-9,Received,7514,2813.9,4700.1
2449,3449,19-02-2022,Item-4,109,18,1962,Vendor-2,Received,1962,1298.7,663.3
2450,3450,13-01-2022,Item-3,363,16,5808,Vendor-5,Received,5808,4014.5,1793.5
2451,3451,11-08-2022,Item-2,254,12,3048,Vendor-8,Received,3048,2168.4,879.6
2452,3452,04-09-2022,Item-3,192,12,2304,Vendor-3,Received,2304,1385.1,918.9
2453,3453,21-07-2022,Item-2,289,10,2890,Vendor-8,Pending,0,0,0
2454,3454,06-08-2022,Item-4,401,11,4411,Vendor-5,Pending,0,0,0
2455,3455,26-03-2022,Item-1,378,16,6048,Vendor-1,Received,6048,4048.2,1999.8
2456,3456,29-04-2022,Item-3,452,14,6328,Vendor-2,Pending,0,0,0
2457,3457,22-08-2022,Item-1,323,18,5814,Vendor-4,Received,5814,3022.4,2791.6
2458,3458,07-12-2022,Item-3,407,13,5291,Vendor-9,Received,5291,4236.6,1054.4
2459,3459,26-12-2022,Item-2,261,18,4698,Vendor-10,Pending,0,0,0
2460,3460,01-07-2022,Item-4,441,14,6174,Vendor-2,Pending,0,0,0
2461,3461,16-06-2022,Item-1,168,11,1848,Vendor-10,Pending,0,0,0
2462,3462,11-09-2022,Item-4,424,12,5088,Vendor-5,Pending,0,0,0
2463,3463,23-03-2022,Item-4,439,11,4829,Vendor-1,Pending,0,0,0
2464,3464,28-02-2022,Item-4,442,18,7956,Vendor-8,Received,7956,3792.3,4163.7
2465,3465,18-06-2022,Item-2,131,17,2227,Vendor-2,Received,2227,1839,388
